employee_id,first_name,last_name,gender,department,hire_date,birth_date,salary,email,phone,employment_status
231,Audrye,Plimmer,Female,HR,12/29/2024,9/19/1992,13684,aplimmer6e@techcrunch.com,801-763-3588,Terminated
232,Roley,Goodinson,Male,Housekeeping,8/25/2024,3/13/2005,12185,rgoodinson6f@multiply.com,944-228-5276,On Leave
233,Kora,Linstead,Female,Housekeeping,2/12/2023,8/3/2023,12513,klinstead6g@techcrunch.com,455-660-1087,Active
234,Matelda,Weight,Female,Finance,7/11/2021,3/28/1989,26226,mweight6h@amazonaws.com,636-122-4248,Terminated
235,Morgan,Choffin,Female,Kitchen,1/30/2024,12/30/2011,47876,mchoffin6i@tmall.com,995-177-7008,On Leave
236,Lexis,Fucher,Female,HR,9/19/2023,10/7/1980,27538,lfucher6j@sfgate.com,185-544-4614,Active
237,Micah,Czaple,Male,HR,3/24/2016,1/25/1985,14020,mczaple6k@loc.gov,804-850-0800,Active
238,Letisha,Upstell,Female,Front Office,2/26/2020,9/12/1980,17774,lupstell6l@comcast.net,514-799-5544,Active
239,Ewan,Bolwell,Male,Security,11/28/2020,8/9/2011,16081,,530-373-4127,Terminated
240,Christen,Leber,Female,HR,2/20/2019,9/20/1975,10969,cleber6n@google.com,871-563-9346,Terminated
241,Cayla,Surridge,Female,Security,7/16/2021,7/10/1980,18461,csurridge6o@eepurl.com,887-635-8727,On Leave
242,Cthrine,Picknett,Female,Front Office,6/6/2021,2/13/2017,23039,cpicknett6p@mozilla.org,611-266-0859,Active
243,Jeffrey,Marham,Male,Maintenance,11/5/2022,9/13/1977,28725,jmarham6q@bigcartel.com,964-563-7095,Active
244,Christean,Furze,Female,HR,1/20/2021,3/12/2007,18001,cfurze6r@washington.edu,791-299-6475,Terminated
245,Pen,Garvan,Male,Front Office,1/30/2023,2/23/2002,36204,pgarvan6s@home.pl,786-371-4712,Active
246,Phaedra,Baskeyfied,Female,Security,3/13/2020,12/14/2016,22955,pbaskeyfied6t@pen.io,281-949-0371,Terminated
247,Ally,Philipard,Female,HR,7/27/2019,2/23/1985,24930,aphilipard6u@privacy.gov.au,949-236-4839,Terminated
248,Miran,Chart,Female,Front Office,1/7/2025,5/4/1980,36898,mchart6v@cisco.com,,Terminated
249,Olympia,Hurl,Female,Finance,12/11/2019,8/5/1974,30974,ohurl6w@jimdo.com,912-696-3025,Terminated
250,Jeremy,Sellan,Male,Maintenance,1/24/2025,10/29/1972,49044,jsellan6x@wix.com,813-499-4439,Active
251,Harriot,MacKee,Female,Housekeeping,1/25/2018,3/16/2003,22854,hmackee6y@nba.com,503-298-2728,Active
252,Pat,Spering,Male,Maintenance,10/7/2015,1/4/2007,18100,pspering6z@artisteer.com,,Terminated
253,Barbee,Ouldcott,Female,Kitchen,8/2/2018,12/18/1990,48123,bouldcott70@amazon.com,872-464-9183,Terminated
254,Celeste,Westwell,Female,Finance,4/1/2023,8/2/1975,31969,cwestwell71@51.la,219-441-1896,Terminated
255,Isidora,Ferby,Female,Finance,7/29/2017,5/24/2005,19166,iferby72@newyorker.com,144-823-6973,Active
256,Cesar,Tupper,Male,Kitchen,6/6/2021,7/24/2014,33441,ctupper73@meetup.com,586-835-0283,Terminated
257,Rodger,Blay,Male,,9/5/2018,6/28/2019,43376,rblay74@github.io,520-396-8524,On Leave
258,Harp,Pickthorn,Male,HR,5/31/2025,5/7/1974,24324,hpickthorn75@mapy.cz,734-589-6035,On Leave
259,Ddene,Dewsbury,Female,Security,2/6/2020,6/24/1979,45989,ddewsbury76@shutterfly.com,388-966-9977,Terminated
260,Janaye,Kettel,Female,Finance,4/20/2018,5/11/1971,13775,jkettel77@globo.com,462-366-4148,Active
261,Keen,Hankinson,Male,HR,5/24/2020,8/25/1982,43073,khankinson78@google.ca,796-659-4894,Active
262,Tanny,Koppes,Male,Kitchen,10/4/2023,11/13/1987,46009,tkoppes79@theatlantic.com,598-815-1111,Active
263,Lester,Timbs,Male,Maintenance,5/31/2019,6/6/1981,26185,ltimbs7a@mapquest.com,732-189-7549,On Leave
264,Gawen,Fippe,Male,Maintenance,10/7/2017,11/21/1982,13683,gfippe7b@shutterfly.com,,Terminated
265,Briney,Doget,Female,Housekeeping,5/8/2024,4/8/1985,36378,bdoget7c@yale.edu,334-818-1443,Terminated
266,Sue,McGuinley,Female,Security,8/23/2020,9/13/2014,30208,smcguinley7d@ted.com,203-504-6043,On Leave
267,Elberta,Kobieriecki,Female,Finance,2/17/2017,8/16/1975,48765,ekobieriecki7e@jalbum.net,918-311-5252,Terminated
268,Auria,Tesh,Female,Security,5/7/2022,12/9/1986,48091,atesh7f@istockphoto.com,,Active
269,Mitchael,Ferriman,Male,Finance,4/11/2022,7/31/1974,33032,mferriman7g@people.com.cn,302-669-7186,Terminated
270,Opaline,Mitchel,Female,Finance,5/15/2021,8/25/2021,49860,,682-885-8916,On Leave
271,Mozes,Chesterton,Male,HR,7/28/2023,7/21/2004,46939,mchesterton7i@blogger.com,579-837-0148,Terminated
272,Judd,Thaw,Male,Kitchen,10/15/2016,9/27/1990,14136,jthaw7j@rediff.com,502-344-3300,On Leave
273,Carmelle,Maria,Female,Maintenance,7/16/2019,1/18/2007,27582,cmaria7k@usnews.com,663-277-0538,Terminated
274,Morty,Irwin,Male,,2/10/2022,8/27/2003,21640,,990-239-8810,On Leave
275,Codi,Clappison,Male,Finance,10/27/2017,5/19/2018,37108,cclappison7m@nationalgeographic.com,230-698-7322,Terminated
276,Addia,Calladine,Female,Finance,3/9/2023,7/25/1998,43662,acalladine7n@nationalgeographic.com,226-435-8041,Terminated
277,Sandra,Powney,Female,Housekeeping,9/29/2017,10/15/2006,15514,spowney7o@forbes.com,290-349-7647,Active
278,Hesther,Karlqvist,Female,Maintenance,10/2/2022,4/7/1991,21590,hkarlqvist7p@instagram.com,603-692-7054,On Leave
279,Pooh,Bazley,Female,Housekeeping,2/28/2016,4/2/1995,42347,pbazley7q@amazon.co.jp,622-469-2522,Active
280,Antonius,Peploe,Male,,3/25/2018,2/25/1977,42389,apeploe7r@prlog.org,181-449-1789,On Leave
281,Heath,Godsmark,Female,Front Office,2/29/2024,3/1/2015,45475,hgodsmark7s@domainmarket.com,729-160-0869,Terminated
282,Scott,Southerton,Male,Housekeeping,3/15/2023,7/24/2009,45226,ssoutherton7t@clickbank.net,712-951-8623,On Leave
283,Livia,Conichie,Female,Kitchen,9/14/2020,11/18/1993,22360,lconichie7u@omniture.com,161-287-2683,Terminated
284,Kirbie,Phizackerly,Female,Kitchen,9/24/2016,3/6/2013,15069,kphizackerly7v@networksolutions.com,633-352-3521,Terminated
285,Abagail,Simonett,Female,Front Office,1/24/2020,8/4/1993,42465,asimonett7w@squarespace.com,871-390-6111,Terminated
286,Adan,Muncaster,Male,Front Office,4/15/2023,2/16/1994,45604,amuncaster7x@hud.gov,600-917-9335,Terminated
287,Theo,Heindl,Male,Housekeeping,5/17/2021,9/20/1998,21239,theindl7y@yahoo.co.jp,377-980-0842,Active
288,Vanya,Gasticke,Female,Security,11/6/2017,1/20/2009,42208,vgasticke7z@time.com,214-966-9014,Terminated
289,Horten,Senussi,Male,Front Office,10/26/2021,12/14/1982,11834,hsenussi80@boston.com,630-816-5010,On Leave
290,Kevon,Dreier,Male,HR,8/22/2024,12/15/1985,26793,kdreier81@ameblo.jp,233-491-3549,Terminated
291,Dulsea,Ditzel,Female,Front Office,9/10/2020,9/22/1998,42628,,154-901-9415,Terminated
292,Viva,Jandera,Female,Finance,8/11/2015,11/26/2023,11505,vjandera83@nifty.com,359-936-7312,Terminated
293,Tommie,Dimnage,Male,Housekeeping,4/11/2016,2/7/1998,45257,tdimnage84@marriott.com,507-747-2246,Terminated
294,Cesya,Cordeau,Female,Maintenance,5/14/2024,9/2/2008,13377,ccordeau85@hexun.com,566-621-9383,Terminated
295,Frankie,Robers,Male,Finance,9/22/2017,7/8/2000,34684,frobers86@marketwatch.com,333-300-8781,Terminated
296,Arne,De Bellis,Male,Maintenance,2/21/2022,1/29/2015,45035,adebellis87@netvibes.com,347-978-8441,On Leave
297,Janeen,Brettor,Female,Kitchen,1/21/2018,9/26/1978,39715,jbrettor88@sbwire.com,205-758-7504,Terminated
298,Emory,Coard,Male,Housekeeping,8/11/2018,11/29/2019,31595,ecoard89@noaa.gov,464-286-0673,Terminated
299,Cirillo,Dunning,Male,Housekeeping,6/22/2017,4/12/1991,26815,cdunning8a@pen.io,230-601-0417,Terminated
300,Ephrayim,Mayzes,Male,Front Office,3/10/2021,10/4/2023,47405,emayzes8b@usgs.gov,229-495-2930,Terminated
301,Grenville,Ricci,Male,Front Office,12/1/2020,12/9/1971,48492,gricci8c@si.edu,733-795-4795,On Leave
302,Margery,Insworth,Female,Security,6/19/2024,4/13/2009,40662,minsworth8d@google.co.jp,,Active
303,Yorgos,Bunch,Male,HR,5/16/2016,3/10/2016,48438,ybunch8e@apple.com,375-720-0890,On Leave
304,Marten,Yanson,Male,Finance,9/20/2023,9/29/2019,42009,myanson8f@wordpress.org,709-947-0085,On Leave
305,Emma,Sive,Female,Front Office,9/18/2024,6/1/1994,31795,esive8g@nytimes.com,720-193-4000,On Leave
306,Waring,Dallewater,Male,Front Office,12/3/2021,2/25/1992,24193,wdallewater8h@cornell.edu,135-957-7749,Terminated
307,Cookie,Boughton,Female,Maintenance,11/20/2024,4/7/1978,37108,cboughton8i@twitpic.com,105-452-0511,On Leave
308,Cheri,Tadd,Female,Kitchen,2/25/2016,11/7/2017,48651,ctadd8j@mtv.com,158-472-6596,Active
309,Krysta,Jeckell,Female,Kitchen,8/12/2015,1/16/1974,21101,kjeckell8k@miibeian.gov.cn,354-927-5887,On Leave
310,Philippe,Littrik,Female,Security,1/10/2023,7/11/1991,46661,plittrik8l@usatoday.com,555-610-0411,On Leave
311,Gwyn,Cammocke,Female,Security,10/24/2017,7/13/2009,33457,gcammocke8m@freewebs.com,831-438-2034,Terminated
312,Kaspar,Garrick,Male,Front Office,9/22/2021,2/17/1977,27628,kgarrick8n@ca.gov,310-427-2077,On Leave
313,Tiebold,Preene,Male,Finance,12/11/2024,11/11/1974,14892,tpreene8o@archive.org,849-246-2934,Active
314,Robyn,Tapsell,Female,HR,12/12/2016,4/4/1973,16904,rtapsell8p@nature.com,648-778-1790,On Leave
315,Cosmo,Rosencrantz,Male,Finance,7/30/2015,9/26/2020,21763,crosencrantz8q@furl.net,557-783-5066,Active
316,Mikol,Eard,Male,Maintenance,9/18/2024,4/30/1975,35836,meard8r@constantcontact.com,558-422-0325,Terminated
317,Aldus,Atwool,Male,Kitchen,9/23/2020,2/3/1981,44519,aatwool8s@comsenz.com,748-248-8699,Active
318,Elka,Gentric,Female,Maintenance,9/22/2020,12/28/1997,31082,egentric8t@imageshack.us,642-829-1883,On Leave
319,Guthrie,Urey,Male,Maintenance,10/1/2018,6/6/2013,49020,gurey8u@dailymail.co.uk,122-697-4850,Active
320,Clemmie,Macon,Male,Kitchen,4/13/2022,3/30/2015,29830,cmacon8v@newsvine.com,600-277-7303,On Leave
321,Janna,Kyngdon,Female,Housekeeping,11/8/2015,3/13/1977,28618,jkyngdon8w@friendfeed.com,399-420-9701,On Leave
322,Todd,Ewens,Male,Kitchen,9/22/2019,12/2/1990,38825,tewens8x@webs.com,939-952-9394,On Leave
323,Liz,Egdal,Female,,6/26/2025,10/22/2013,10759,,194-303-8421,Terminated
324,Sinclair,Scola,Male,Housekeeping,4/18/2024,5/10/2023,38751,,549-387-1244,Active
325,Milo,Baggott,Male,,1/30/2020,10/14/1989,27499,,501-764-3405,On Leave
326,Gregory,Saintsbury,Male,Finance,11/9/2022,3/6/1992,38032,gsaintsbury91@123-reg.co.uk,809-899-9571,Active
327,Pavla,Brunton,Female,HR,12/1/2024,7/27/2005,30401,pbrunton92@shareasale.com,260-901-4350,Terminated
328,Ram,Matityahu,Male,Security,12/23/2021,9/29/2010,40168,rmatityahu93@jigsy.com,102-929-4810,Active
329,Baillie,Blackater,Male,Front Office,5/29/2018,11/29/1987,46162,bblackater94@usnews.com,,Terminated
330,Mei,Maryska,Female,Housekeeping,5/5/2025,10/21/1974,39449,mmaryska95@prlog.org,460-510-0367,On Leave
331,Joey,Trubshawe,Male,Front Office,7/1/2022,11/23/2018,27013,jtrubshawe96@statcounter.com,903-801-5387,Terminated
332,Cobb,Somerfield,Male,HR,8/25/2017,9/3/1970,47689,csomerfield97@ovh.net,446-644-4848,On Leave
333,Juditha,Milton,Female,,5/6/2025,3/26/2000,29039,jmilton98@blogs.com,368-639-7824,On Leave
334,Amber,Worsley,Female,HR,3/12/2016,1/17/1995,47198,aworsley99@barnesandnoble.com,536-244-9390,On Leave
335,Elizabet,Housbey,Female,Housekeeping,10/15/2018,5/29/2002,31437,ehousbey9a@g.co,345-732-3712,Terminated
336,Patsy,Kentwell,Male,Kitchen,6/17/2016,8/21/2010,38046,pkentwell9b@census.gov,597-446-3142,On Leave
337,Artie,Winchurst,Male,Kitchen,7/20/2023,4/26/1990,39418,awinchurst9c@dyndns.org,750-849-3478,Terminated
338,Thurston,Nealand,Male,Kitchen,7/1/2017,11/8/2008,45651,,556-589-4836,On Leave
339,Neely,Rodden,Female,Housekeeping,3/15/2023,11/23/1972,38403,nrodden9e@slate.com,522-484-6497,Active
340,Cindi,Churchouse,Female,Kitchen,7/27/2021,11/14/1971,36832,cchurchouse9f@samsung.com,410-990-6549,Active
341,Randy,Palomba,Female,Front Office,10/27/2022,3/1/1979,48829,rpalomba9g@cbc.ca,735-815-2943,On Leave
342,Dominic,Renzini,Male,Security,10/25/2019,9/28/2009,43934,drenzini9h@imdb.com,257-174-9758,On Leave
343,Verla,Sample,Female,Front Office,3/27/2019,12/1/2022,32325,vsample9i@youku.com,160-926-9216,Active
344,Kara-lynn,Scafe,Female,Kitchen,1/20/2019,2/10/1973,10248,,127-797-0731,On Leave
345,Marybelle,Breazeall,Female,HR,12/27/2022,10/28/1974,25323,,805-991-4707,Terminated
346,Johnette,Tackle,Female,Maintenance,4/22/2017,11/15/1974,10139,jtackle9l@loc.gov,145-550-2277,Terminated
347,Carr,Pillman,Male,,5/9/2019,11/6/2013,36712,,907-373-8742,Terminated
348,Nicolina,Colquete,Female,,8/6/2015,6/26/1999,29728,ncolquete9n@nature.com,305-315-5302,Active
349,Alfy,Worsall,Female,Maintenance,6/28/2021,10/16/1984,31621,aworsall9o@buzzfeed.com,577-390-1396,Active
350,Frasquito,De Cruz,Male,HR,4/10/2018,9/11/2020,41765,fdecruz9p@goo.gl,439-956-0441,On Leave
351,Peterus,Guerreau,Male,Maintenance,8/31/2024,7/10/1984,14293,pguerreau9q@blogtalkradio.com,929-305-4959,Terminated
352,Catherine,Suddards,Female,,9/28/2017,1/26/1988,16933,csuddards9r@nytimes.com,512-997-6542,Terminated
353,Lian,Pursehouse,Female,Finance,5/10/2017,4/28/2024,45074,lpursehouse9s@oracle.com,859-507-8283,Terminated
354,Elane,Fellowes,Female,Front Office,8/24/2020,4/14/1976,27007,efellowes9t@techcrunch.com,693-712-3733,On Leave
355,Marmaduke,MacCarter,Male,Maintenance,6/14/2019,12/6/1972,48705,mmaccarter9u@ed.gov,417-865-1990,Active
356,Flory,Romushkin,Male,Finance,5/26/2017,8/10/1977,29807,fromushkin9v@desdev.cn,354-837-5107,On Leave
357,Augustine,Belin,Female,Finance,7/23/2016,2/2/1979,39916,abelin9w@berkeley.edu,142-462-6417,On Leave
358,Siegfried,Boni,Male,Kitchen,6/23/2018,6/27/2003,48686,,857-227-8292,Terminated
359,Lorens,Ockland,Male,Kitchen,1/6/2020,3/28/2002,22447,lockland9y@trellian.com,412-497-9812,On Leave
360,Bone,Pohl,Male,Security,4/23/2019,7/14/2014,32313,bpohl9z@google.com,628-984-3948,On Leave
361,Mariana,Gaynes,Female,Maintenance,9/13/2019,3/27/1983,11871,mgaynesa0@google.pl,419-812-9528,Active
362,Teresa,Wasselin,Female,Finance,10/25/2021,12/6/2019,29316,twasselina1@dyndns.org,579-806-2047,Active
363,Elvira,Howford,Female,Security,3/27/2019,1/31/2014,19846,ehowforda2@twitpic.com,561-616-5874,Active
364,Pam,Ashley,Female,,7/14/2018,1/4/1984,11509,pashleya3@sitemeter.com,654-732-2726,Terminated
365,Pepita,Darwood,Female,Finance,5/31/2023,10/13/2012,15460,pdarwooda4@yale.edu,538-810-6892,Terminated
366,Jordana,Jurzyk,Female,HR,7/10/2018,8/11/2024,30502,jjurzyka5@bizjournals.com,126-689-9120,Terminated
367,Ado,McDougald,Male,Finance,6/14/2020,7/24/2003,18933,amcdougalda6@cbc.ca,151-763-3415,On Leave
368,Monique,Rubinfajn,Female,Front Office,6/23/2016,5/14/1992,15767,mrubinfajna7@linkedin.com,936-588-4706,Active
369,Darleen,Clementson,Female,HR,11/16/2016,8/30/1970,45652,dclementsona8@instagram.com,835-552-4653,Terminated
370,Marleen,Trobridge,Female,Kitchen,9/21/2017,4/4/1992,41041,mtrobridgea9@smh.com.au,541-974-1239,On Leave
371,Caryl,Berrow,Male,Housekeeping,12/29/2020,7/5/2008,12843,cberrowaa@google.com.br,452-750-7418,Terminated
372,Shirl,Muldowney,Female,Kitchen,10/5/2017,3/29/2024,32730,smuldowneyab@diigo.com,799-166-8200,Terminated
373,Reiko,Huby,Female,Security,6/16/2023,10/12/2004,27910,rhubyac@theglobeandmail.com,351-540-5970,Terminated
374,Dietrich,Bigham,Male,Front Office,11/1/2015,8/25/2015,20546,dbighamad@e-recht24.de,453-646-8691,Terminated
375,Thorstein,Linney,Male,Housekeeping,8/2/2017,8/2/2002,27965,tlinneyae@hibu.com,158-116-1980,Active
376,Pascal,Boles,Male,Kitchen,9/12/2021,5/13/2002,36365,pbolesaf@domainmarket.com,825-485-7593,Active
377,Carson,Wrixon,Male,Housekeeping,10/9/2017,2/15/2020,13729,cwrixonag@jalbum.net,615-955-3254,On Leave
378,Tallie,Iltchev,Male,Security,12/1/2020,10/3/1995,40444,,169-437-7902,On Leave
379,Kiri,Alexandre,Female,,6/15/2019,12/28/1978,15157,kalexandreai@storify.com,782-563-6267,Active
380,Giffard,Damsell,Male,Finance,5/2/2018,1/6/2014,35827,gdamsellaj@miitbeian.gov.cn,471-167-0411,Terminated
381,Rodrick,Sowden,Male,Kitchen,4/18/2017,3/13/2005,44731,rsowdenak@upenn.edu,177-206-8214,On Leave
382,Merv,Balmadier,Male,Housekeeping,12/7/2015,9/24/2014,24652,,436-243-5562,On Leave
383,Theadora,Benbough,Female,Front Office,8/19/2024,12/16/2005,39378,tbenbougham@noaa.gov,969-139-4388,On Leave
384,Noel,Pietersma,Female,Finance,4/30/2023,11/23/2020,41726,npietersmaan@oracle.com,751-394-8692,On Leave
385,Mathian,Gerbi,Male,Housekeeping,11/3/2023,1/6/1976,28778,,670-928-1264,On Leave
386,Tomlin,Eteen,Male,Security,1/29/2021,5/15/1995,25087,,831-244-8574,Terminated
387,Zak,Spenceley,Male,Kitchen,11/23/2017,12/17/2004,21113,zspenceleyaq@gov.uk,975-611-1845,Terminated
388,Theressa,Milazzo,Female,Front Office,6/23/2017,11/16/1979,28791,tmilazzoar@friendfeed.com,369-702-9512,Terminated
389,Ruperta,McCole,Female,HR,6/1/2019,10/25/1994,10871,rmccoleas@mozilla.org,517-576-6295,Terminated
390,Marion,Dethloff,Male,Security,3/1/2025,5/30/1980,24579,mdethloffat@tinyurl.com,750-146-3496,On Leave
391,Sheilakathryn,Feckey,Female,Kitchen,1/4/2020,6/4/2005,21234,sfeckeyau@imgur.com,254-131-2351,On Leave
392,Flossy,Grutchfield,Female,Housekeeping,11/2/2018,8/4/1991,26669,fgrutchfieldav@1und1.de,668-354-3896,On Leave
393,Coralie,Simoens,Female,Maintenance,8/21/2022,7/12/1991,37118,csimoensaw@wsj.com,,On Leave
394,Leena,Ranvoise,Female,Housekeeping,4/9/2023,9/6/2019,44064,lranvoiseax@virginia.edu,,Active
395,Chlo,Chrystal,Female,Finance,12/3/2016,8/7/1970,41824,cchrystalay@washington.edu,746-744-5683,On Leave
396,Carena,Donhardt,Female,Housekeeping,4/6/2019,5/27/2018,40887,cdonhardtaz@tinyurl.com,504-116-0191,On Leave
397,Duky,Mallett,Male,,11/8/2020,5/5/2016,12906,dmallettb0@w3.org,867-709-9262,On Leave
398,Kyle,Carpmile,Male,HR,2/16/2019,1/23/1994,45007,kcarpmileb1@businessinsider.com,330-639-3333,On Leave
399,Raffaello,Dunthorne,Male,HR,3/29/2025,12/2/1992,18746,rdunthorneb2@google.cn,,On Leave
400,Gretal,Glanfield,Female,Security,9/29/2018,5/2/1985,41355,gglanfieldb3@wikia.com,,Terminated
401,Abbe,MacDearmid,Male,Security,7/1/2018,12/7/2016,16336,amacdearmidb4@reuters.com,779-311-3964,Terminated
402,Kaitlin,Rookwell,Female,Finance,4/26/2017,10/16/1988,32685,krookwellb5@nba.com,968-322-0533,Terminated
403,Linn,Dickings,Female,Front Office,11/25/2020,5/1/1973,17393,ldickingsb6@spiegel.de,726-554-7581,Terminated
404,Eleni,Dixsee,Female,Front Office,12/10/2015,10/25/1976,44386,edixseeb7@nytimes.com,275-630-0668,On Leave
405,Clea,Tarbin,Female,Front Office,6/29/2019,10/22/2010,32688,ctarbinb8@parallels.com,236-604-7631,On Leave
406,Jaquenetta,Yellowley,Female,Housekeeping,4/1/2016,10/15/1978,25598,jyellowleyb9@ning.com,415-260-5858,Active
407,Hubert,Whitmore,Male,Maintenance,4/6/2025,4/11/2017,32228,hwhitmoreba@spiegel.de,927-381-3070,On Leave
408,Giana,Reed,Female,Maintenance,11/19/2019,7/1/1989,10242,greedbb@shareasale.com,105-509-3582,Terminated
409,Aggi,Yanuk,Female,Kitchen,6/20/2018,4/9/1977,27051,ayanukbc@booking.com,600-121-5514,Terminated
410,Josey,Beamont,Female,Housekeeping,5/9/2018,6/26/1991,34795,jbeamontbd@list-manage.com,230-322-7928,On Leave
411,Carmine,Fairs,Male,Finance,3/9/2021,3/6/2023,19359,cfairsbe@who.int,745-661-1687,Active
412,Ricoriki,Leggen,Male,Kitchen,12/12/2022,6/21/2004,30500,rleggenbf@miibeian.gov.cn,249-328-1607,On Leave
413,Paulo,Laurie,Male,Finance,12/10/2024,4/4/1986,28546,plauriebg@blogtalkradio.com,632-583-7453,On Leave
414,Sissie,Scedall,Female,Maintenance,11/29/2021,5/20/1985,15901,sscedallbh@sfgate.com,998-320-8093,Active
415,Benjamen,Sepey,Male,Finance,9/15/2020,2/10/1980,45659,bsepeybi@flickr.com,969-851-9670,Terminated
416,Ced,Mowsdell,Male,Kitchen,3/29/2022,2/1/2003,30277,cmowsdellbj@yale.edu,665-132-8124,Active
417,Ulrich,Presland,Male,HR,2/22/2020,5/12/2005,38397,upreslandbk@yellowbook.com,190-391-6312,Terminated
418,Willie,Tytcomb,Female,Front Office,12/25/2020,7/16/1978,11088,,,Terminated
419,Blondie,Ygoe,Female,HR,11/1/2021,4/22/1986,25246,bygoebm@imgur.com,973-172-9394,On Leave
420,Alphard,Shuard,Male,Finance,7/15/2022,2/27/2007,33780,ashuardbn@simplemachines.org,257-106-0069,Active
421,Raviv,Grishunin,Male,Kitchen,8/9/2016,12/28/1994,44722,rgrishuninbo@yelp.com,807-498-2240,Active
422,Giulietta,Prawle,Female,Housekeeping,8/19/2015,4/27/2012,37984,,270-324-3519,Terminated
423,Luciana,Ort,Female,Kitchen,11/3/2015,7/30/2012,24739,lortbq@mediafire.com,153-147-3623,Active
424,Zea,Standfield,Female,Security,12/19/2021,9/6/1981,30594,zstandfieldbr@yellowpages.com,269-189-6470,Active
425,Odelinda,Lathleiff,Female,Front Office,7/26/2022,6/5/1995,31202,olathleiffbs@networkadvertising.org,548-602-8175,On Leave
426,Cristy,Mendus,Female,Housekeeping,6/30/2019,8/24/1985,34197,cmendusbt@zdnet.com,354-672-0750,Active
427,Donaugh,Miskimmon,Male,Housekeeping,6/30/2017,2/7/2011,10936,dmiskimmonbu@loc.gov,448-220-1818,Terminated
428,Bev,Donson,Female,Maintenance,7/15/2020,7/16/2016,49775,bdonsonbv@com.com,100-185-1596,Terminated
429,Pincus,Giampietro,Male,Housekeeping,11/8/2017,5/15/2020,38124,pgiampietrobw@princeton.edu,104-653-8086,On Leave
430,Clemmie,Whittier,Female,Security,10/7/2015,12/16/1983,47221,cwhittierbx@mapy.cz,443-975-6928,Active
431,Johnathan,Schuchmacher,Male,Maintenance,6/7/2017,10/12/2024,39037,jschuchmacherby@cdc.gov,884-456-3513,Active
432,Creighton,Danton,Male,Maintenance,8/10/2019,11/8/1994,16232,cdantonbz@cmu.edu,998-321-4051,On Leave
433,Olga,Gronaver,Female,Security,5/24/2024,5/11/2012,24556,ogronaverc0@biblegateway.com,955-466-7281,Terminated
434,Rora,Strafen,Female,Security,9/2/2018,12/31/1971,35776,rstrafenc1@ameblo.jp,868-549-2302,Terminated
435,Wolfie,Edlestone,Male,Front Office,10/6/2024,4/7/1974,46483,wedlestonec2@shareasale.com,,On Leave
436,Estele,Chaudron,Female,Maintenance,6/3/2023,5/6/2010,44781,echaudronc3@sohu.com,577-359-1060,Active
437,Abey,Ketchell,Male,Finance,8/15/2022,4/18/2014,40696,aketchellc4@scribd.com,840-957-8037,Terminated
438,Porter,Muckersie,Male,Front Office,12/28/2022,12/8/1995,10088,pmuckersiec5@hc360.com,317-782-1761,Active
439,Clarisse,Birt,Female,Maintenance,12/1/2017,5/13/2018,35385,,846-601-7081,On Leave
440,Maurita,O'Ruane,Female,Kitchen,2/26/2022,5/16/1989,10150,moruanec7@psu.edu,693-114-0323,Active
441,Cristy,Brendeke,Female,HR,12/14/2024,8/26/1978,12256,cbrendekec8@illinois.edu,548-351-4786,Terminated
442,Chrissy,Delahunt,Male,HR,7/28/2017,6/2/1990,40800,cdelahuntc9@ftc.gov,758-837-7516,Terminated
443,Lorrie,Kettle,Male,,12/30/2017,5/16/1993,41001,lkettleca@acquirethisname.com,664-531-6498,Active
444,Maisie,Exton,Female,HR,4/14/2023,9/13/1999,39640,mextoncb@wikia.com,403-277-7947,Terminated
445,Jocelyne,Judd,Female,Kitchen,9/11/2019,5/26/2012,17041,jjuddcc@wisc.edu,674-377-9050,Active
446,Grayce,Di Giacomettino,Female,HR,9/22/2021,3/4/2010,17345,gdigiacomettinocd@theguardian.com,138-560-6902,Terminated
447,Candie,Carrane,Female,Maintenance,6/20/2018,10/23/2020,35260,,372-155-3789,Active
448,Shaylynn,Chave,Female,,8/2/2022,7/8/1976,44003,schavecf@omniture.com,248-391-9210,On Leave
449,Paula,Ellard,Female,Kitchen,3/3/2017,1/20/1976,17775,pellardcg@shop-pro.jp,405-992-0862,On Leave
450,Clark,Bromby,Male,Kitchen,8/15/2019,4/16/1977,39015,cbrombych@google.ca,464-707-2142,Active
451,Hinda,Simyson,Female,Security,9/10/2022,10/26/2010,22716,hsimysonci@statcounter.com,614-480-5281,Terminated
452,Albrecht,Joinsey,Male,Finance,2/22/2022,4/12/1973,30868,ajoinseycj@cnn.com,421-591-9449,On Leave
453,Mart,Damp,Male,Finance,8/7/2016,2/27/2003,47449,mdampck@businessweek.com,812-424-9853,On Leave
454,Hazel,Noe,Male,Kitchen,2/13/2022,4/25/2006,29288,hnoecl@github.com,858-398-9201,Active
455,Flossie,McSweeney,Female,Kitchen,7/19/2020,4/2/1993,10158,fmcsweeneycm@adobe.com,589-680-8962,On Leave
456,Barde,Wynter,Male,Front Office,1/25/2018,3/19/1984,27721,bwyntercn@ted.com,354-163-0973,Terminated
457,Boycie,Matthieson,Male,Kitchen,9/19/2023,7/18/2012,19453,bmatthiesonco@dion.ne.jp,586-307-8547,Terminated
458,Gal,Binder,Male,Security,12/6/2018,8/27/2007,35714,gbindercp@friendfeed.com,291-655-1607,Terminated
